movieNm,salesAcc,audiAcc,scrnCnt,showCnt,hasOriginal
실미도,10858321500,1708985,348,11826,0
반지의 제왕 : 왕의 귀환,4297594000,691077,120,2464,1
라스트 사무라이,1901421500,298634,129,3056,0
동해물과 백두산이,1041198500,163084,36,1260,0
러브 액츄얼리,1891134108,276343,123,1516,0
더 캣,185512000,30403,12,346,0
올드보이,1897548500,294319,5,119,1
해피 에로 크리스마스,459220000,71441,6,51,0
말죽거리 잔혹사,3834994000,604625,177,5487,0
내사랑 싸가지,1828895000,294918,82,2879,0
피터 팬,831929500,138547,59,1521,0
빙우,322899500,49463,34,828,0
브라더 베어,104735000,15887,18,240,0
페이첵,832432500,130266,61,1673,1
안녕! 유에프오,246417500,39682,31,796,0
그녀를 모르면 간첩,146877500,23907,16,476,0
런어웨이,92187500,14532,11,199,0
태극기 휘날리며,15680941000,2542870,746,22242,0
베이직,74411000,11597,23,489,0
사랑할 때 버려야 할 아까운 것들,790557000,121364,58,1378,0
열두명의 웬수들 ,80004000,12618,24,408,0
자토이치,144138000,22338,6,99,0
목포는 항구다,2662114000,423833,157,6137,0
그녀를 믿지 마세요,1791543000,287380,114,4204,0
콜드 마운틴,308899500,48670,44,877,0
사랑도 통역이 되나요?,163676000,25153,29,676,0
스파이 키드 3D,34331500,5663,3,50,0
타임라인,90901500,14412,20,383,0
스쿨 오브 락,135408000,21585,37,591,0
8명의 여인들,45975500,7205,10,157,1
사마리아,264384000,41580,46,1424,0
빅 피쉬,435353000,66031,41,1052,0
휴먼 스테인,76406500,11901,14,298,0
어디선가 누군가에 무슨일이 생기면 틀림없이 나타난다 홍반장,1141231000,178900,103,3464,0
어깨동무,722932000,114906,77,2651,0
헌티드,155582000,24440,30,837,0
모나리자 스마일,224228000,34941,36,987,0
히달고,178098000,27991,30,786,0
맹부삼천지교,1346611000,216251,135,4400,0
아홉살 인생,492547000,79738,78,2132,1
허니 ,99903000,15229,13,354,1
패션 오브 크라이스트,5300866500,835216,307,9513,0
어린 신부,6233979000,990624,384,12796,0
마지막 늑대,272413500,42850,52,1330,0
폴리와 함께,177086000,26728,49,877,0
고티카,136434500,21018,31,666,0
바람의 전설,611858000,94096,102,2701,1
저지 걸,551868000,86084,83,2406,0
범죄의 재구성,6111808000,938870,345,11223,0
첫키스만 50번째,1190170000,181188,130,4037,0
무간도3 - 종극무간,250262500,36852,24,853,0
테이킹 라이브즈,217911000,33774,37,1264,1
라이어,651215500,99603,101,2599,0
아라한 장풍대작전,5197419000,808765,404,12495,0
인 더 컷,106105500,15996,24,389,1
스타스키와 허치,72874000,10954,28,592,0
더티 댄싱 - 하바나 나이트,153958000,23872,22,541,0
효자동 이발사,4824704900,743496,341,10384,0
여자는 남자의 미래다,763024500,114312,98,3251,0
스쿠비-두2 : 몬스터 대소동,115126000,18362,10,283,0
천공의 성 라퓨타,95991000,15432,10,225,0
킬 빌2,920422500,138008,141,2952,0
새벽의 저주,668887500,102386,75,2143,0
트로이,12606074500,1974402,850,20537,0
하류인생,1432800500,218853,194,5394,0
옹박 - 무에타이의 후예,895381800,139813,137,4231,0
디 아이2,958240500,149566,155,4324,0
내 여자친구를 소개합니다,8316311500,1296554,637,19228,0
투모로우,11585040500,1817828,761,22635,0
레이디킬러,150561500,22402,44,975,0
페이스,1532573500,238694,194,5656,0
데스티네이션 2,533677000,80758,109,2545,0
나두야 간다,1209516500,192645,167,4548,0
슈렉2,10708702500,1647892,723,22545,0
령,3518412000,553110,262,8514,0
내 남자 친구는 왕자님,314774000,47975,79,1669,0
몬스터,4105242015,522199,1383,25712,1
블러디 선데이,294595000,47536,22,562,0
아는 여자,3328749500,518365,290,8530,0
스파이더맨 2,9530850500,1490266,611,17719,1
인어 공주,2762204000,427009,281,8522,1
"달마야, 서울 가자",4369993500,687912,336,10289,0
투 가이즈,3514513000,556557,265,7947,0
착신아리,1269866000,203491,95,2741,1
해리포터와 아즈카반의 죄수,10421839000,1691488,660,16763,1
내 남자의 로맨스,4676835000,731417,292,9004,0
늑대의 유혹,7700513000,1246447,384,11865,0
킹 아더,4799323500,753901,280,8161,0
그놈은 멋있었다,1958224000,315767,148,4230,0
화씨 911,951920500,145294,94,2134,0
"아이, 로봇",7081014000,1105486,425,12630,1
반 헬싱,5172162000,807542,259,7887,0
누구나 비밀은 있다,3403789500,523880,239,7176,0
인형사,1162595500,188405,109,3250,0
신부수업,4178409000,663091,302,9364,0
분신사바,3377453000,535933,192,7157,0
얼굴 없는 미녀,2002568000,310902,140,4452,0
바람의 파이터,9094974500,1432317,458,15131,0
시실리 2km,8038763500,1261550,454,16731,0
리딕 - 헬리온 최후의 빛,1738678000,270346,174,5087,0
알포인트,6748233000,1060933,441,15465,0
본 슈프리머시,2371624500,360883,251,7171,1
가필드,1354277000,221631,149,4182,1
쓰리 몬스터,1065388000,165621,119,3274,0
헬보이,2686990641,311910,1474,26988,1
터미널,6224727500,963428,439,12999,0
프레디 대 제이슨-13일의 금요일11,222921000,34652,58,1521,0
가족,7988367500,1260583,635,24327,0
돈 텔 파파,3165740000,506983,294,9617,1
에이리언 VS 프레데터,1149929500,180374,227,5708,1
퀸카로 살아남는 법,518106500,79676,97,2149,0
거미숲,393026000,60463,118,2155,0
연인,6539823000,1010742,518,15459,1
귀신이 산다,11862555000,1870098,828,27162,0
80일간의 세계 일주,2969522500,469656,367,10123,1
슈퍼스타 감사용,3983379000,612583,454,13932,0
꽃피는 봄이 오면,3187049500,495187,405,11322,0
빌리지,2414736500,364594,242,7761,0
캣우먼,1141932500,173993,157,4808,1
맨 온 파이어,1902098500,294896,233,6444,0
스텝포드 와이프,1076576500,162295,115,3873,1
우리 형,11058093000,1773263,924,28998,0
세상의 중심에서 사랑을 외치다,1990503000,311845,346,8501,0
콜래트럴,3703083000,568727,403,12165,0
2046,679843500,104994,137,3387,0
빈집,427619500,66979,120,3402,0
S 다이어리,6916142000,1081092,569,18943,0
썸,1458883500,232847,317,7869,1
비포 선셋,585295000,87214,84,2890,0
21 그램,355718000,54152,117,2517,0
주홍글씨,6567983500,1017525,610,17873,0
이프 온리,6540129500,986996,790,23871,0
프린세스 다이어리 2,701125500,113516,137,3558,1
내 머리 속의 지우개,11875279000,1878484,944,29070,0
레지던트 이블 2-아포칼립스,2237383500,343017,288,9737,1
완벽한 그녀에게 딱 한가지 없는 것,275533000,42964,85,2058,0
쉘 위 댄스,495861500,74877,170,3379,0
사랑에 빠지는 아주 특별한 법칙,299435000,45231,76,1621,0
모터사이클 다이어리,174158000,26998,33,470,0
여선생 VS 여제자,5228068506,840243,659,20559,0
나비효과,6174494500,943700,488,16446,0
하나와 앨리스,535449500,84897,141,3305,0
엑소시스트: 더 비기닝,469014500,71391,131,2864,0
화이트 칙스,229061500,36521,53,1334,0
노트북,4119273200,591338,930,19960,1
택시: 더 멕시멈,687932000,109061,113,3080,0
"DMZ, 비무장지대",569482000,88321,127,3489,0
귀여워,216259000,33391,89,1465,0
포가튼,1274726000,196890,185,5221,0
까불지마,910084000,141235,180,5114,0
발레 교습소,503175500,82568,159,3156,0
오페라의 유령,9676032500,1519154,805,20805,0
브리짓 존스의 일기2 : 열정과 애정,7203723000,1109461,560,18207,1
역도산,6333071000,994970,582,15641,0
블레이드 3,4573433000,703229,361,11523,1
인크레더블,5379289500,861437,673,16653,1
엘프,320576500,52359,124,2482,0
하울의 움직이는 성,16462290617,2610017,1844,37117,1
폴라 익스프레스,1801246500,286531,274,6495,0
여고생 시집가기,252704500,40924,51,1075,0
서바이빙 크리스마스,148832500,23102,35,536,0
알렉산더,7969745289,1251270,591,13699,1
내셔널 트레져,7272513500,1132571,518,15512,0
신석기 블루스,1640640000,257558,196,6179,0
샤크,5552222500,893169,610,17537,1
오션스 트웰브,4988270500,769972,434,12752,0
몽정기2,5046168000,802974,410,14029,0
쿵푸 허슬,5298432000,821816,539,17091,0
키다리 아저씨,2766761000,437020,352,10861,0
월드 오브 투모로우,2100460500,326694,252,7602,0
뉴 폴리스 스토리,2113219500,337181,359,8898,0
엘렉트라,1070588000,164162,141,3875,1
공공의 적 2,20040447500,3126250,1426,39591,0
말아톤,26047113500,4157196,1584,56834,0
레모니 스니켓의 위험한 대결,4644832000,745175,374,12749,1
B형 남자친구,7008636500,1122398,485,17686,0
그때 그 사람들,5624457000,866816,414,14645,0
클로저,1358084000,206841,260,5786,1
피닉스,316063000,49302,138,2811,0
콘스탄틴,11134021000,1731366,742,25801,1
마더 데레사,301266500,50937,15,296,0
파송송 계란탁,6233746000,993497,584,20172,0
에비에이터,3745836500,583053,405,10123,0
"제니, 주노",1122023000,189432,197,5637,0
레드 아이,1093600500,175747,170,5166,0
숨바꼭질,39441835000,5581942,3375,100390,0
네버랜드를 찾아서,1147688500,178534,99,3647,1
나인 야드 2,622588500,97498,155,4235,1
레이,1376568500,208197,177,4032,0
코러스,404028000,62742,106,2611,0
마파도,16636032503,2618494,1254,47868,0
밀리언 달러 베이비,4560164179,707265,641,16527,1
Mr.히치: 당신을 위한 데이트 코치,3728940000,572478,514,14270,0
쏘우,1516896500,235032,287,8377,0
잠복근무,9500011000,1518037,938,30860,0
호스티지,2284340003,358062,369,10276,0
"여자, 정혜",208513500,32044,21,733,0
"지금, 만나러 갑니다",806913000,129361,232,5066,1
윔블던,367959000,55831,67,1733,0
래더 49,175131500,27764,73,1617,0
주먹이 운다,9296344500,1458606,1150,32405,0
달콤한 인생,7186402500,1105302,1014,29875,0
미스 에이전트2 : 라스베가스 잠입사건,837949000,131149,203,5120,0
유희왕,506442000,102784,66,1309,0
엄마,939877000,154807,314,8191,1
블랙아웃,680799000,106397,151,4442,0
화이트 노이즈,179999000,27811,70,1376,0
역전의 명수,3209527000,508150,645,17382,0
미트 페어런츠2,1522817500,233888,385,9857,0
아나콘다2 : 사라지지 않는 저주,462991500,74816,104,3687,0
어바웃 러브,2058568500,316193,394,10973,0
인터프리터,1723908000,267548,304,7328,0
댄서의 순정,11611300000,1846425,1107,35720,0
트리플 X2 : 넥스트 레벨,2941773500,463743,545,15734,0
착신아리2,1771221500,289467,383,10291,1
혈의 누,12200696006,1901374,1076,33718,0
킹덤 오브 헤븐,7643046500,1209301,867,24516,0
밀리언즈,1007757000,164730,185,6086,0
코치 카터,372030000,59881,125,2513,0
킨제이 보고서,179288500,27959,79,1540,0
남극일기,5467575500,869650,718,18317,0
연애술사,6345128000,1008359,699,22812,0
하우스 오브 왁스,1245674000,192087,167,4816,0
"우리, 사랑일까요?",751068500,115781,133,3539,0
스타워즈 에피소드3 - 시스의복수,9237021500,1450745,1022,27445,0
"안녕, 형아",5583443500,918832,689,23502,0
그루지,3403901000,551536,505,15166,0
pm 11:14,1444335000,224631,219,6541,0
링2,1084819503,173421,216,5807,1
패시파이어,369480500,58333,79,2219,0
연애의 목적,9642309390,1493662,956,28693,0
간 큰 가족,8112701393,1289022,944,30404,0
미스터 & 미세스 스미스,18876302500,2959323,1435,44814,0
텍사스 전기톱 연쇄살인사건,1287333000,200699,278,7513,0
2005 [통합]패키지영화,1561948000,224705,58,1477,1
배트맨 비긴즈,5543223500,867837,834,19996,1
사하라,2570843000,404095,479,12111,0
분홍신,6641205500,1052761,626,20895,0
씬 시티,1987188506,305446,334,8308,1
셔터,1803511000,287177,333,8972,1
아미티빌 호러,306033500,47470,93,2318,0
우주전쟁,16713018190,2635525,1292,36717,1
어썰트 13,530481500,83016,191,4167,0
마다가스카,8565919000,1376370,1010,29773,0
천군,5827546000,929057,617,18395,0
여고괴담 4 : 목소리,2453342000,393726,463,12750,0
아일랜드,20230342000,3198246,1278,34941,0
샤크보이와 라바걸의 모험 : 3-D,124659000,21016,52,889,0
친절한 금자씨,20222982893,3080352,1320,39758,0
스텔스,3329803500,526975,477,11799,0
로봇,3657995000,608562,552,12858,0
부기맨,449291500,72224,153,2958,0
웰컴 투 동막골,40224626500,6419974,2380,70719,0
발리언트,710209500,118537,204,4414,0
박수칠 때 떠나라,13120526500,2063942,984,31162,0
판타스틱4,3176285000,508150,290,8613,1
가발,2575494000,409500,283,8031,0
"이대로, 죽을 순 없다",4190509000,667080,451,15099,0
옹박 : 두번째 미션,1844388000,296327,273,7711,0
첼로-홍미주 일가 살인사건,953650500,153258,240,5927,0
그녀는 요술쟁이,1458749000,228184,222,6899,0
애프터 선셋,1677077500,269289,325,8501,1
인 굿 컴퍼니,1137990500,174007,190,4813,0
크림슨 리버2,861850500,137162,221,4740,0
게스후,770344000,119630,214,4215,0
형사 Duelist,5716915000,900465,786,20612,0
랜드 오브 데드,404751000,62326,99,2372,0
가문의 위기,28508359000,4511713,1757,59458,0
외출,4296372000,665994,652,20459,0
나이트 플라이트,1896258000,293171,350,10001,0
신데렐라맨,2474414000,391190,441,9018,0
찰리와 초콜릿 공장,7514495003,1228202,586,17630,1
더 독,1866318500,295799,225,6704,0
너는 내 운명,17384296000,2659981,1458,45127,0
미스터 주부퀴즈왕,1975613000,315839,355,9216,0
강력 3반,4941002000,809138,608,18627,0
칠검,1702246500,265277,308,7908,0
사랑니,843448500,131646,279,6216,0
보글보글 스폰지밥,149349000,27413,28,352,0
내 생애 가장 아름다운 일주일,14587061000,2271598,1380,40191,0
날 미치게하는 남자,445104000,73916,78,1992,0
신화 : 진시황릉의 비밀,2765052500,444156,451,12193,0
당신이 사랑하는 동안에,776305000,119970,204,4763,0
4 브라더스,344461500,52449,92,2197,0
새드무비,5539838000,887129,730,20440,0
케이브,1276584500,201573,207,6422,0
베니스의 상인,697423500,116343,161,3514,0
트랜스포터 엑스트림,371211000,57625,66,1929,0
야수와 미녀,8262753000,1320953,857,28086,0
오로라 공주,5000591000,774596,533,17975,0
레전드 오브 조로,1690681500,270256,290,7407,1
퍼펙트 웨딩,677438000,106698,210,4798,0
유령신부,2618287000,413811,346,11937,0
"사랑해, 말순씨",2035529500,323762,331,10262,0
월래스와 그로밋 : 거대토끼의 저주,1795075500,289720,340,8661,0
40살까지 못해본 사람,234841500,35899,83,1691,0
미스터 소크라테스,6747775000,1063254,764,22656,0
플라이트 플랜,4310220000,681811,521,15634,1
"소년, 천국에 가다",1222051000,201288,354,7379,0
이터널 선샤인,3093295500,411467,599,10384,0
그림형제 : 마르바덴 숲의 전설,4571339000,720766,595,16421,0
무영검,3295546500,517928,744,17949,0
로드 오브 워,622860000,99313,189,3716,0
엘리자베스타운,343386000,51885,97,1822,0
광식이 동생 광태,12772070009,2018746,1090,35283,0
나의 결혼원정기,3860195500,632553,723,17272,0
도쿄타워,211045500,32516,75,1711,0
해리포터와 불의 잔,21298763400,3406115,1862,42160,1
6월의 일기,3643223500,593396,543,15174,0
저스트 라이크 헤븐,1547895000,238328,231,7802,1
둠,138643500,21321,61,1076,1
프라임 러브,1303380000,209053,322,6277,0
애인,612396000,96465,226,5008,0
태풍,22126615300,3458275,1603,46296,0
킹콩,21305981400,3442480,1597,37829,0
"우리, 사랑해도 되나요?",405952500,62780,165,2831,0
작업의 정석,11660368100,1846579,936,28113,0
파랑주의보,1436262000,234338,250,5734,0
왕의 남자,65873219400,10490426,3097,109896,1
"나니아 연대기-사자,마녀 그리고 옷장",13136434000,2152416,1071,29434,1
청연,3007402400,480760,418,8805,0
싸움의 기술,7100516000,1110115,610,20925,0
퍼햅스 러브,523444000,82190,205,3870,0
야수,5326031000,834937,840,19115,0
당신이 그녀라면,277342500,43612,108,1646,0
투사부일체,31484786000,4999022,1662,50907,0
홀리데이,7248315000,1155175,647,18695,0
투 브라더스,860737500,142389,235,4053,0
무극,4055091000,645249,375,12339,0
사랑을 놓치다,2896581000,458517,432,10340,0
치킨리틀,2671558000,447357,363,9272,0
게이샤의 추억,4999893000,795036,483,12577,0
내니맥피-우리 유모는 마법사,1165344500,193439,159,4265,0
흡혈형사 나도열,9667183800,1559301,984,29820,0
뮌헨,4571113500,717927,471,11314,0
백만장자의 첫사랑,3213511000,535371,550,13538,0
가부와 메이 이야기,1351114500,234955,300,5557,0
구세주,10032423200,1612322,883,31049,0
쏘우 2,2436547400,381898,370,9933,0
파이어월,528711000,82174,110,2532,0
음란서생,14901082300,2297609,1408,38510,0
언더월드2 - 에볼루션,3479122500,543921,518,14845,0
손님은 왕이다,914385700,143128,292,6627,0
웨딩 크래셔,1529283400,241086,265,8219,0
브로크백 마운틴,948631500,146373,89,2900,1
데이지,5695190300,902011,805,22867,0
앙코르,1059585800,165264,214,5124,0
여교수의 은밀한 매력,3893431800,601744,563,15603,0
방과후 옥상,4778227500,766519,611,19279,0
로망스,2108915300,329053,340,10417,0
브이 포 벤데타,2716114800,421755,382,9981,1
청춘만화,9673615500,1549438,998,31037,0
오만과 편견,5408766900,865900,769,19863,1
무인 곽원갑,1754983200,280584,317,9603,0
뻔뻔한 딕&제인,2980181100,474970,441,14235,0
원초적 본능 2,1866874200,292387,355,9865,0
카리스마 탈출기,393693100,63227,141,3299,0
시리아나,357061900,55761,90,1958,0
"달콤, 살벌한 연인",13348175600,2065752,1205,37350,0
빨간모자의 진실,5500579600,914714,730,19633,0
크래쉬,784839400,123422,164,4340,0
에디슨 시티,390272500,62427,81,2047,0
달콤한 백수와 사랑만들기,287391000,43260,95,2320,0
드리머,1552860100,252083,356,9319,0
엑소시즘 오브 에밀리 로즈,931027800,150322,223,5662,0
연리지,488192200,80705,165,4156,0
매치 포인트,432213600,64990,68,1624,0
인사이드 맨,1675247700,262813,240,6406,0
식스틴블럭,1596125500,251352,253,7560,0
원피스 - 기계태엽성의 메카거병,3278831000,555739,651,11869,0
아이스 에이지 2,1460742400,232830,420,7973,0
마이 캡틴 김대출,524532900,84537,165,3933,0
사생결단,10918884100,1722295,1113,33085,0
맨발의 기봉이,12164205400,1992020,1120,38975,0
도마뱀,2293371200,362446,635,13653,0
미션 임파서블 3,32122931400,5122045,2302,72349,0
국경의 남쪽,1425245800,226317,588,12472,0
개구리중사 케로로,278356000,47803,37,773,0
파이널 데스티네이션,2263936700,353924,373,10409,0
공필두,936846600,156627,320,7586,0
안소니 짐머,119301600,18536,57,1316,0
다빈치 코드,18693104600,2994481,1668,41235,0
가족의 탄생,1150748700,189810,378,7434,0
짝패,6498679500,1008116,726,23176,0
호로비츠를 위하여,2652185100,436470,526,12038,0
"생, 날선생",1338379600,218912,310,7264,0
행운을 돌려줘!,150503700,23989,74,1143,0
포세이돈,14489926800,2297612,1306,43002,0
헷지,4970721600,824998,818,17581,1
모노폴리,2168817100,353690,387,10875,0
구타유발자들,912495300,139687,244,5104,0
오멘,1740064600,273566,219,7313,0
환생,1937308900,318420,274,8156,1
엑스맨 : 최후의 전쟁,11253730200,1789860,1209,38322,1
비열한 거리,11510532200,1806087,1211,33148,0
강적,1952397500,317398,580,11893,0
착신아리 파이널,1477986900,237877,280,7699,1
럭키 넘버 슬레븐,2207907400,356117,384,9488,0
이온 플럭스,285973100,45256,85,1998,0
수퍼맨 리턴즈,10656747400,1677674,1131,28506,0
아랑,5610866300,932587,647,21710,0
아치와 씨팍,618225800,96698,239,5602,0
하프 라이트,220665000,35310,77,1880,0
캐리비안의 해적 : 망자의 함,23747857500,3898341,1953,49331,1
아파트,3390717900,529373,572,16318,1
파이스토리,1286008500,224002,328,5392,0
한반도,20392075500,3298911,1894,48430,0
얼음왕국 : 북극의 여름이야기,166025500,27796,99,1290,0
카,3222938000,562821,669,12709,1
패스트 앤 퓨리어스 도쿄 드리프트,1015245000,165653,261,6149,0
울트라바이올렛,562467500,90370,170,3608,0
포켓몬 레인저와 바다의 왕자 마나피,921063200,159832,545,6158,0
괴물,66668064800,10909426,3464,112364,0
유실물,1513868500,247912,219,6283,0
가필드 2,935018600,165164,193,4020,1
2월 29일 - 어느날 갑자기 첫번째 이야기,332301000,53216,19,473,0
스승의 은혜,3451348000,546623,447,12026,0
플라이 대디,2311969800,389524,431,10958,1
네번째 층 - 어느날 갑자기 두번째 이야기,185946000,30047,16,275,0
몬스터 하우스,6275141000,1005026,541,15017,0
다세포소녀,2780243000,463010,390,10949,1
각설탕,7567420700,1254364,886,24200,0
게드전기 : 어스시의 전설,1165889700,195043,285,5492,0
신데렐라,5392685100,702233,1928,38232,0
마이애미 바이스,2459541500,382194,402,9258,0
"사랑하니까, 괜찮아",859524300,144989,155,3835,0
겁나는 여친의 완벽한 비밀,1358696000,215372,200,5305,1
예의없는 것들,4873254700,780722,639,17489,0
아이스케키,2048042900,357088,360,10682,0
원탁의 천사,2109034600,358712,348,9970,0
13구역,1184548000,186111,141,4725,0
일본침몰,4667720200,772264,682,16392,0
천하장사 마돈나,3525330000,571105,592,15848,0
해변의 여인,956736000,151179,276,6150,0
레이크 하우스,799889000,126157,262,6431,0
"연애, 그 참을 수 없는 가벼움",3541632800,554541,547,14776,0
뚝방전설,2128481200,337997,511,13338,0
센티넬,766733500,121151,178,4749,0
우리들의 행복한 시간,14918082000,2468802,1724,47060,1
"두뇌유희프로젝트, 퍼즐",1405687200,221157,348,9671,0
플라이트93,398659000,64193,59,1569,1
가문의 부활 - 가문의 영광3,15933817400,2588551,1595,50255,0
야연,2323982200,370576,514,11099,0
무도리,358648000,58849,251,4913,0
타짜,35486330900,5578218,2482,73028,1
라디오 스타,9531512500,1535096,1229,37199,0
잘 살아보세,1389657300,232236,540,11904,0
BB프로젝트,1964953000,330333,396,10720,0
구미호 가족,797060800,128150,279,6252,0
앤트 불리,1401384500,223021,268,5212,0
월드 트레이드 센터,1779594500,297610,428,8518,0
레이디 인 더 워터,646691500,105559,146,3938,0
거룩한 계보,8533765300,1395136,1150,30067,0
DOA,756319200,124655,308,7452,1
악마는 프라다를 입는다,8217025100,1355371,1105,30710,1
폭력써클,117153300,18015,108,2196,0
가을로,3114339500,510595,498,14311,0
마음이...,4473685800,786944,778,22141,0
데스노트,3387637000,591384,503,13708,1
잔혹한 출근,1933943600,323891,462,11167,0
프레스티지,2744076500,440040,414,9771,1
가디언,481369500,76817,102,2011,0
사랑 따윈 필요 없어,2372948800,392869,525,12515,0
열혈남아,2781613200,456950,599,15378,0
사일런트 힐,615900500,96784,139,2699,1
애정결핍이 두 남자에게 미치는 영향,2823624900,478092,674,17474,0
누가 그녀와 잤을까?,1816380400,309585,404,11310,0
어느 멋진 순간,1070364000,171301,251,6208,1
그루지 2,503356000,88459,142,3235,0
해바라기,7818893900,1302326,1102,31680,0
디파티드,3308627400,535553,603,13969,0
플러쉬,1212271800,216998,367,7030,0
스텝 업,2115847000,360054,489,11776,0
쏘우 3,2383982500,382820,529,12741,0
판의 미로 - 오필리아와 세 개의 열쇠,2877400448,482423,506,12747,0
그해 여름,1647815600,273156,537,11782,0
사랑할 때 이야기하는 것들,1187712200,190515,383,9384,0
싸이보그지만 괜찮아,3826697000,648861,576,16567,0
Mr.로빈 꼬시기,3902401700,659688,824,19769,0
저스트 프렌드,1355902000,221676,275,8244,0
미녀는 괴로워,35939827900,6024787,2742,84892,1
로맨틱 홀리데이,7171939500,1138260,885,20985,0
조용한 세상,933669900,160448,342,7293,1
박물관이 살아있다!,23642371300,4110418,1525,51382,1
중천,8502856100,1408794,1065,30603,0
007 카지노 로얄,6138969700,992009,886,20014,1
올드미스다이어리,4270915000,718981,508,14728,0
해피 피트,2744952500,456644,410,8599,0
조폭마누라3,8565189700,1419613,987,26359,1
위대한 탄생,346546200,56847,126,1230,0
오래된 정원,805242500,134272,207,4559,0
부그와 엘리엇,1523880500,271367,355,6873,0
언니가 간다,768670900,129181,276,5742,0
에라곤,5262259000,898254,743,23024,1
허브,7016638200,1195034,737,25382,0
데스노트 : 라스트 네임,2904932000,515809,414,11692,1
데자뷰,313168400,41906,1108,21316,0
묵공,1675663000,276202,370,8764,1
블러드 다이아몬드,1945437000,308285,278,7056,0
마파도2,8165501000,1373903,917,27593,0
로보트 태권V,3231310500,586458,557,12482,0
최강로맨스,6850075100,1176344,925,25996,0
황후화,5519204300,877888,709,20297,0
천년여우 여우비,2209491000,405389,331,7689,0
미스 포터,1733246500,280141,358,9573,0
그놈 목소리,17255324400,2913759,1514,44214,0
클릭,1923179900,320678,315,9279,0
아포칼립토,1542114700,246616,301,7817,0
바람피기 좋은 날,10688201400,1700763,1348,38654,0
김관장 대 김관장 대 김관장,5454261500,904722,934,25566,0
샬롯의 거미줄,1154606500,206668,292,6594,0
1번가의 기적,15441520600,2526314,1601,53075,0
복면달호,8934191000,1494866,1248,40083,0
비밀의 숲 테라비시아,2422497500,432018,371,9134,1
아버지의 깃발,1226513000,193872,223,5972,0
록키 발보아,662893000,105334,193,5619,0
드림걸즈,4355229800,692383,476,13167,0
마강호텔,737293800,127116,213,5458,0
바벨,1219053000,189326,229,5080,0
그 여자 작사 그 남자 작곡,6697623000,1054208,851,27858,0
행복을 찾아서,3415440100,552991,434,14488,0
좋지 아니한가,1689941000,279539,337,9913,0
한니발 라이징,1459433600,232256,350,10563,1
일루셔니스트,3289320200,539149,664,20151,1
스모킹 에이스,838140500,131532,273,6899,0
300,18475440000,2897759,1819,58754,1
쏜다,1793381600,303059,450,13308,0
페인티드 베일,470867000,75461,115,3104,1
향수 : 어느 살인자의 이야기,5681860000,941033,894,24635,0
넘버23,2545011500,418582,513,15850,0
수,1145674500,189474,409,10443,1
브레이크 업 : 이별후애,1238617500,195828,310,8599,0
빼꼼의 머그잔 여행,377431000,83949,116,1839,0
이장과 군수,7482351000,1161666,1118,33212,0
뷰티풀 선데이,1056689500,158670,401,10038,0
블랙북,1091161500,174696,360,7676,0
우아한 세계,5925481500,917612,1284,33292,0
철없는 그녀의 아찔한 연애코치,1178838000,189228,288,8617,0
마하 2.6: 풀스피드,289283500,47214,189,4510,0
극락도 살인사건,13315476000,2077910,1856,53613,0
고스트 라이더,2281951500,351979,714,18166,1
천년학,407523500,65554,189,4504,0
동갑내기 과외하기 레슨 2,3134603500,485955,709,16791,0
리핑 10개의 재앙,4156619000,645657,659,19662,0
눈부신 날에,1598189000,251421,474,12612,0
선샤인,366482000,58371,133,2885,1
로빈슨 가족,706462000,101945,182,2502,0
더블타겟,3418213500,509747,630,15106,0
날아라 허동구,2210850000,356158,700,16885,0
닌자거북이 TMNT,975193500,159553,429,7637,1
굿셰퍼드,509613500,78755,89,1801,0
스파이더맨 3,29496730000,4589877,3045,79512,1
아들,2834823500,443798,756,21922,0
쉬즈 더 맨,738782500,119078,67,2097,1
못말리는 결혼,7698675500,1186085,1306,34172,0
용호문,299118500,50142,147,3559,0
내일의 기억,523408500,79506,202,4903,0
넥스트,3010616000,454569,500,12620,1
눈물이 주룩주룩,671933000,109691,274,5283,0
캐리비안의 해적: 세상의 끝에서,29090527000,4564640,3473,77345,1
밀양,10254127000,1601920,1627,41257,1
전설의 고향,2231536000,350014,579,14644,0
상성: 상처받은 도시,518360500,77147,199,4421,0
데스워터,384854000,60117,125,2790,0
팩토리 걸 ,45004500,6485,12,281,0
슈렉3,17860075000,2819895,2162,64046,0
황진이,7741313500,1188172,1594,38586,0
메신져 - 죽은자들의 경고,1446803000,225352,296,10024,0
오션스 써틴,9093266800,1367023,1091,32114,0
러브 & 트러블,1658784000,246587,510,12958,0
황색 눈물,110000500,16954,16,363,1
시간을 달리는 소녀,77138000,12316,8,162,1
검은 집,8806455200,1316488,1302,39218,1
4.4.4,1393559000,207041,409,11669,0
뜨거운녀석들,364357000,53918,106,2828,0
두 번째 사랑,536716000,81193,180,5324,0
트랜스포머,47273331838,7346198,3686,91404,0
디센트,1534352100,230403,500,11269,0
택시 4,945498500,145378,294,8020,0
해리 포터와 불사조 기사단,22685421300,3656865,2113,50919,1
해부학 교실,3620593000,573138,672,16630,0
다이 하드 4 : 죽어도 산다,20381075400,3139500,1599,45707,0
샴,2949751300,463691,286,10778,0
파워레인저매직포스&트레저포스,401946500,65948,46,1204,0
"뉴욕에서 온 남자, 파리에서 온 여자",150327000,27186,10,273,0
